title,source,first_term_type
Youth movements -- History -- Sources,Library of Congress Subject Headings,topical
Veterans -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Christian sociology -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Veterans -- Sources",Library of Congress Subject Headings,topical
"Golden rule -- Societies, etc. -- History -- Sources",lcsh,topical
Student movements -- Ohio -- Oberlin -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Ohio -- Oberlin -- History -- Sources,Library of Congress Subject Headings,topical
Women political prisoners -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Moral re-armament -- History -- Sources,Library of Congress Subject Headings,topical
Religion and politics -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Ohio -- Cincinnati -- History -- Sources,Library of Congress Subject Headings,topical
Political activists -- Massachusetts -- Newton -- History -- Sources,Library of Congress Subject Headings,topical
Anti-fascist movements -- New York (State) -- New York -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- California -- Los Angeles Region -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Ohio -- Franklin County -- History -- Sources,Library of Congress Subject Headings,topical
Human rights -- Palestine -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Conscientious objectors -- United States -- Sources",Library of Congress Subject Headings,topical
"Evil, Non-resistance to -- History -- Sources",Library of Congress Subject Headings,topical
Women's rights -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- New York (State) -- History -- Sources,Library of Congress Subject Headings,topical
Concerts -- Massachusetts -- Boston -- History -- Sources,Library of Congress Subject Headings,topical
Music festivals -- Massachusetts -- Boston -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Nebraska -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- New England -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Bahai Faith -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- New Hampshire -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- New Jersey -- History -- Sources,Library of Congress Subject Headings,topical
"Government, Resistance to -- United States -- Sources",Library of Congress Subject Headings,topical
War resistance movements -- United States -- Sources,Library of Congress Subject Headings,topical
Conscientious objectors -- United States -- Sources,Library of Congress Subject Headings,topical
Legal aid -- New York (State) -- History -- Sources,Library of Congress Subject Headings,topical
Biochemists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
College students -- United States -- Political activity -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Political aspects -- History -- Sources,Library of Congress Subject Headings,topical
African American Quakers,Local authority: Quaker Subject Headings,topical
Pen pals -- Argentina -- History -- Sources,Library of Congress Subject Headings,topical
Pen pals -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Methodist Church -- Clergy -- United States,Library of Congress Subject Headings,topical
Charities -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
Fund raising -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Reparations -- Sources",Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Refugees -- Sources",Library of Congress Subject Headings,topical
Student movements -- Pennsylvania -- Swarthmore -- History -- Sources,Library of Congress Subject Headings,topical
Disarmament -- Study and teaching -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- New York (State) -- Syracuse -- History -- Sources,Library of Congress Subject Headings,topical
Military education -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Protest movements -- United States -- Sources",Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Protest movements -- Sources",Library of Congress Subject Headings,topical
Peace movements -- Georgia -- History -- Sources,Library of Congress Subject Headings,topical
Social justice -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- Chester County -- History -- Sources,Library of Congress Subject Headings,topical
Church and state -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Ecumenical movement -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear disarmament -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Science and civilization -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Labor movement -- History -- Sources,Library of Congress Subject Headings,topical
"Intellectual cooperation -- Societies, etc. -- History -- Sources",lcsh,topical
War -- Research -- History -- Sources,Library of Congress Subject Headings,topical
Opposition (Political science) -- History -- Sources,Library of Congress Subject Headings,topical
"Quakers -- Societies, etc.",lcsh,topical
Education -- Social aspects -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends and world politics -- History -- Sources,Library of Congress Subject Headings,topical
International relief -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
War resistance movements -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Draft resisters -- Pennsylvania -- Philadelphia -- Sources",Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- Philadelphia Region -- History -- Sources,Library of Congress Subject Headings,topical
Disarmament -- Study and teaching -- Audio-visual materials -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Study and teaching -- Audio-visual materials -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear warfare -- Religious aspects -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Rhode Island -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- Sources",Library of Congress Subject Headings,topical
Draft resisters -- New York (State) -- New York -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Buddhism -- History -- Sources,Library of Congress Subject Headings,topical
"Buddhists -- Societies, etc. -- History -- Sources",lcsh,topical
Caricatures and cartoons -- Political aspects,Library of Congress Subject Headings,topical
Peace -- Audio-visual aids -- History -- Sources,Library of Congress Subject Headings,topical
"Gardening -- Societies, etc. -- History -- Sources",lcsh,topical
"Arbitration (International law) -- Societies, etc. -- History -- Sources",lcsh,topical
Social integration -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
African American women -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
War tax resistance -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
Youth and peace -- History -- Sources,Library of Congress Subject Headings,topical
"Nonviolence -- Societies, etc. -- History -- Sources",lcsh,topical
Church and social problems -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Protest movements -- United States -- Sources",Library of Congress Subject Headings,topical
Peace movements -- California -- Los Angeles -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Political activity -- 20th century,Library of Congress Subject Headings,topical
Socialism and youth -- History -- Sources,Library of Congress Subject Headings,topical
Stevedores -- California -- San Francisco -- History -- Sources,Library of Congress Subject Headings,topical
Christianity and international relations -- History -- Sources,Library of Congress Subject Headings,topical
Veterans -- Political activity -- History -- Sources,Library of Congress Subject Headings,topical
Broadcasting -- Political aspects -- History -- Sources,Library of Congress Subject Headings,topical
Youth -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Mass media -- Political aspects -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Posters -- History -- Sources,Library of Congress Subject Headings,topical
Disarmament -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Freedom of speech -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Freedom of the press -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Internal security -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"Korean War, 1950-1953 -- Protest movements -- United States -- Sources",Library of Congress Subject Headings,topical
Peace movements -- Wisconsin -- Madison -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- West Chester -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- West Chester -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- Pennsylvania -- West Chester -- History -- Sources,Library of Congress Subject Headings,topical
War -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Presbyterian Church -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- Philadelphia -- History,Library of Congress Subject Headings,topical
Conscientious objectors,lcsh,topical
"International law -- Societies, etc. -- History -- Sources",lcsh,topical
Peace movements -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
"Government, Resistance to",fast,topical
Peace movements -- Ohio -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Pennsylvania -- Chester County -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- California -- Santa Barbara -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
Social change -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
Youth movements -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam Moratorium, 1969 -- History -- Sources",Library of Congress Subject Headings,topical
Flags -- History -- Sources,Library of Congress Subject Headings,topical
Radicals -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Aliens -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- New England -- History -- Sources,Library of Congress Subject Headings,topical
Political action committees -- United States -- History -- Sources,Library of Congress Subject Headings,topical
African American students -- History -- Sources,Library of Congress Subject Headings,topical
Women communists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Quaker women -- Pennsylvania -- Delaware County -- History -- Sources,Library of Congress Subject Headings,topical
Feminists -- Hungary -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- Hungary -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Political activity -- Sources",Library of Congress Subject Headings,topical
Pacifism -- Religious aspects -- Unitarians -- History -- Sources,Library of Congress Subject Headings,topical
Psychiatric hospital care -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Draft resisters -- United States -- Sources",Library of Congress Subject Headings,topical
Pacifism -- Religious aspects -- Christianity -- History -- Sources,Library of Congress Subject Headings,topical
"Japanese Americans -- Evacuation and relocation, 1942-1945 -- Sources",Library of Congress Subject Headings,topical
Lobbying -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Social change -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"Social justice -- Societies, etc. -- Endowments -- History -- Sources",lcsh,topical
"Peace-building -- Societies, etc. -- Endowments -- History -- Sources",lcsh,topical
Animal rights,Library of Congress Subject Headings,topical
Quakers -- England -- Weston-Super-Mare -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objectors -- England -- Weston-Super-Mare -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- England -- Weston-Super-Mare -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Propaganda",Library of Congress Subject Headings,topical
War resistance movements -- Great Britain -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- England -- Manchester -- History -- Sources,Library of Congress Subject Headings,topical
Political prisoners -- Great Britain -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Prisoners and prisons, British -- History -- Sources",Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Conscientious objectors -- Great Britain -- History -- Sources",Library of Congress Subject Headings,topical
Civil rights movements -- California -- San Francisco Bay Area -- History -- Sources,Library of Congress Subject Headings,topical
War resistance movements -- New York (State) -- Albany -- History -- Sources,Library of Congress Subject Headings,topical
"Iraq War, 2003-2011 -- Protest movements -- United States -- Sources",Library of Congress Subject Headings,topical
"Persian Gulf War, 1991 -- Protest movements -- United States -- Sources",Library of Congress Subject Headings,topical
Children and war -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Children and peace -- United States -- History -- Sources,Library of Congress Subject Headings,topical
War toys -- History -- Sources,Library of Congress Subject Headings,topical
War crimes -- Vietnam -- History -- Sources,Library of Congress Subject Headings,topical
Prisoners of war -- Vietnam -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Missing in action -- History -- Sources",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Prisoners and prisons -- History -- Sources",Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Prisoners and prisons -- United States -- Sources",Library of Congress Subject Headings,topical
College teachers -- Retirement -- United States States -- History -- Sources,Library of Congress Subject Headings,topical
College teachers -- Pensions -- United States States -- History -- Sources,Library of Congress Subject Headings,topical
Social action -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Investments -- Social aspects -- History -- Sources,Library of Congress Subject Headings,topical
Investments -- Moral and ethical aspects -- History -- Sources,Library of Congress Subject Headings,topical
Pension trusts -- Investments -- History -- Sources,Library of Congress Subject Headings,topical
Peace-building -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- California -- Santa Cruz -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- California -- Santa Cruz -- History -- Sources,Library of Congress Subject Headings,topical
Community activists -- California -- Santa Cruz -- History -- Sources,Library of Congress Subject Headings,topical
Environmentalists -- California -- Santa Cruz -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear weapons -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
Military railroads -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
MX (Weapons system) -- Environmental aspects -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
Intercontinental ballistic missiles -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
MX (Weapons system) -- West (U.S.) -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Political activity -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Political activity -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Endowments -- California -- San Francisco -- History -- Sources,Library of Congress Subject Headings,topical
Charities -- California -- San Francisco -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Congresses,Library of Congress Subject Headings,topical
Direct action -- History -- Sources,Library of Congress Subject Headings,topical
German Americans -- History -- Sources,Library of Congress Subject Headings,topical
Women social reformers -- United States,lcsh,topical
Endowments -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Tax protests and appeals -- History -- Sources,Library of Congress Subject Headings,topical
Endowments -- Maryland -- Baltimore -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Maryland -- Baltimore -- Charities -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Germany (West) -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Germany (West) -- History -- Sources,Library of Congress Subject Headings,topical
Christian socialism,Library of Congress Subject Headings,topical
Church and social problems -- United States -- Catholic Church,Library of Congress Subject Headings,topical
Catholics -- United States,Library of Congress Subject Headings,topical
Quakers -- Washington (State) -- Seattle,Library of Congress Subject Headings,topical
Nuclear weapons -- Great Britain,Library of Congress Subject Headings,topical
Nuclear disarmament -- Great Britain,Library of Congress Subject Headings,topical
Women and peace -- Great Britain,Library of Congress Subject Headings,topical
Antinuclear movement -- Great Britain,Library of Congress Subject Headings,topical
Peace movements -- New York (State) -- Syracuse,Library of Congress Subject Headings,topical
Peace movements -- New Zealand,Library of Congress Subject Headings,topical
Conscientious objectors -- New Zealand,Library of Congress Subject Headings,topical
Pacifists -- New Zealand,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- North Carolina -- Greenville -- History -- Sources",Library of Congress Subject Headings,topical
Antinuclear movement -- North Carolina -- Greenville -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- North Carolina -- Greenville -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear warfare -- Prevention -- History -- Sources,Library of Congress Subject Headings,topical
Civil rights -- Guatemala,Library of Congress Subject Headings,topical
Women travelers,Library of Congress Subject Headings,topical
"Travelers' writings, American",Library of Congress Subject Headings,topical
"Women authors, American",Library of Congress Subject Headings,topical
Peace movements -- Germany,Library of Congress Subject Headings,topical
Socialists -- Great Britain,Library of Congress Subject Headings,topical
Pacifism -- Germany,Library of Congress Subject Headings,topical
Internationalism,Library of Congress Subject Headings,topical
Education -- Curricula -- United States,Library of Congress Subject Headings,topical
International education -- United States,Library of Congress Subject Headings,topical
Education -- United States,Library of Congress Subject Headings,topical
Atomic bomb victims -- Japan,Library of Congress Subject Headings,topical
Peace movements -- Virginia -- Richmond,Library of Congress Subject Headings,topical
Capital punishment -- Virginia,Library of Congress Subject Headings,topical
Reconstruction (1914-1939) -- Russia,Library of Congress Subject Headings,topical
International relief -- Russia,Library of Congress Subject Headings,topical
Women and peace -- United States,Library of Congress Subject Headings,topical
Conscientious objection -- Law and legislation -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"Iraq War, 2003-2011 -- Protest movements -- United States",Library of Congress Subject Headings,topical
Capital punishment -- Moral and ethical aspects,Library of Congress Subject Headings,topical
Social reformers -- Switzerland -- Geneva,Library of Congress Subject Headings,topical
Peace movements -- Switzerland -- Geneva,Library of Congress Subject Headings,topical
Conscientious objection -- Religious aspects -- History -- Sources,Library of Congress Subject Headings,topical
Famines -- Russia,Library of Congress Subject Headings,topical
World politics,lcsh,topical
"Nonviolence -- Societies, etc.",lcsh,topical
Nonviolence -- Study and teaching,Library of Congress Subject Headings,topical
Aeronautics and civilization,Library of Congress Subject Headings,topical
Space warfare,Library of Congress Subject Headings,topical
Space weapons,Library of Congress Subject Headings,topical
Social change -- Study and teaching,Library of Congress Subject Headings,topical
International law,Library of Congress Subject Headings,topical
Civil rights -- Religious aspects,Library of Congress Subject Headings,topical
Social justice -- Religious aspects,Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- Harrisburg,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- Harrisburg,Library of Congress Subject Headings,topical
Civil disobedience,Library of Congress Subject Headings,topical
Revolutions -- Philosophy,Library of Congress Subject Headings,topical
Totalitarianism,Library of Congress Subject Headings,topical
Democratization,Library of Congress Subject Headings,topical
Civilian-based defense,Library of Congress Subject Headings,topical
Religion and politics,Library of Congress Subject Headings,topical
Human rights -- Religious aspects,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Judaism -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- History -- Sources,Library of Congress Subject Headings,topical
Peaceful change (International relations),Library of Congress Subject Headings,topical
Communal living,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- New York (State) -- History -- Sources",Library of Congress Subject Headings,topical
Political campaigns -- New York (State) -- Rochester -- History -- Sources,Library of Congress Subject Headings,topical
Segregation -- New York (State) -- Rochester -- History -- Sources,Library of Congress Subject Headings,topical
School integration -- New York (State) -- Rochester -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- New York (State) -- Rochester -- History -- Sources,Library of Congress Subject Headings,topical
Civil rights movements -- New York (State) -- Rochester -- History -- Sources,Library of Congress Subject Headings,topical
Peaceful change (International relations) -- Judaism -- History -- Sources,Library of Congress Subject Headings,topical
Physicians -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear warfare -- Medical aspects -- History -- Sources,Library of Congress Subject Headings,topical
Historic peace churches -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objection -- United States,Library of Congress Subject Headings,topical
Methodist Church -- Clergy -- History -- Sources,Library of Congress Subject Headings,topical
Historians -- Political and social views -- 20th century -- Sources,Library of Congress Subject Headings,topical
"Iraq War, 2003-2011 -- Protest movements -- History -- Sources",Library of Congress Subject Headings,topical
"Persian Gulf War, 1991 -- Protest movements -- History -- Sources",Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Historic peace churches -- History -- Sources,Library of Congress Subject Headings,topical
Political planning,Library of Congress Subject Headings,topical
Policy sciences,Library of Congress Subject Headings,topical
Prison reformers -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Germany -- History -- 20th century,Library of Congress Subject Headings,topical
Christianity and politics -- History -- 20th century,Library of Congress Subject Headings,topical
Anti-Nazi movement -- Germany,Library of Congress Subject Headings,topical
Clergy -- Germany -- History -- 20th century,Library of Congress Subject Headings,topical
Pacifists -- Germany -- History -- 20th century,Library of Congress Subject Headings,topical
Historians -- Political and social views -- 21st century -- Sources,lcsh,topical
Positivism -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- African Americans",Library of Congress Subject Headings,topical
African Americans -- Economic conditions -- Research,Library of Congress Subject Headings,topical
Economists -- United States,Library of Congress Subject Headings,topical
African American economists,Library of Congress Subject Headings,topical
Nuclear disarmament -- Study and teaching -- History -- Sources,Library of Congress Subject Headings,topical
Violence in children -- Prevention -- History -- Sources,Library of Congress Subject Headings,topical
Children and peace -- Study and teaching -- History -- Sources,Library of Congress Subject Headings,topical
Conflict management -- Study and teaching -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Intellectual cooperation -- History -- Sources,Library of Congress Subject Headings,topical
Red Cross and Red Crescent -- History -- Sources,Library of Congress Subject Headings,topical
Fascism -- United States,Library of Congress Subject Headings,topical
Propaganda,Library of Congress Subject Headings,topical
Youth -- Employment,fast,topical
Student volunteers in social service,fast,topical
Children and war,fast,topical
Child soldiers,fast,topical
Student volunteers in social service -- History -- Sources,Library of Congress Subject Headings,topical
Youth -- Employment -- History -- Sources,Library of Congress Subject Headings,topical
Child soldiers -- History -- Sources,Library of Congress Subject Headings,topical
"International cooperation -- Societies, etc.",lcsh,topical
Draft -- Great Britain -- History,Library of Congress Subject Headings,topical
Conscientious objectors -- Great Britain -- History,Library of Congress Subject Headings,topical
Women and peace -- France -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objection -- France -- History -- Sources,Library of Congress Subject Headings,topical
Dance -- Political aspects -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear warfare -- Religious aspects -- Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Religious aspects -- Lutheran Church -- History -- Sources",Library of Congress Subject Headings,topical
War -- Religious aspects -- Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
Nonviolence -- Religious aspects -- Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- Religious aspects -- Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
Lutheran Church -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Lutheran Church -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- Religious aspects -- Christianity,Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Refugees",Library of Congress Subject Headings,topical
Children and war -- Czechoslovakia,Library of Congress Subject Headings,topical
Educators -- Czechoslovakia,Library of Congress Subject Headings,topical
Pacifists -- Czechoslovakia,Library of Congress Subject Headings,topical
Civil disobedience -- India -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Central America -- History -- Sources,Library of Congress Subject Headings,topical
Counterrevolutionaries -- Guatemala -- History -- Sources,Library of Congress Subject Headings,topical
Counterrevolutionaries -- Central America -- History -- Sources,Library of Congress Subject Headings,topical
Social conflict -- Central America -- History -- 20th century -- Sources,Library of Congress Subject Headings,topical
Church and social problems -- Central America -- History -- 20th century -- Sources,Library of Congress Subject Headings,topical
War tax resistance,lcsh,topical
Race relations,lcsh,topical
Communism -- United States,Library of Congress Subject Headings,topical
Draft registration -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Arms control -- Citizen participation -- History -- Sources,Library of Congress Subject Headings,topical
Educators -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Physicians -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Journalists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
War relief -- History -- Sources,Library of Congress Subject Headings,topical
"Authors, American -- 20th century -- History -- Sources",Library of Congress Subject Headings,topical
Children and war -- History -- Sources,Library of Congress Subject Headings,topical
Social justice -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
"Community development, Urban -- Pennsylvania -- Philadelphia -- History -- Sources",Library of Congress Subject Headings,topical
Bankers -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
Draft -- Australia -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Australia -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- Australia -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objection -- Australia -- History -- Sources,Library of Congress Subject Headings,topical
Ground Wave Emergency Network -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear-weapon-free zones -- Pennsylvania -- Montgomery County -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- Montgomery County -- History -- Sources,Library of Congress Subject Headings,topical
"Peace -- Societies, etc. -- Endowments -- History -- Sources",lcsh,topical
Trident (Weapons systems),Library of Congress Subject Headings,topical
Pacifists -- Austria,Library of Congress Subject Headings,topical
"Security, International -- Information services",fast,topical
Peace -- Information services,fast,topical
Pacifists -- United States -- History,Library of Congress Subject Headings,topical
Women and peace -- United States -- History,Library of Congress Subject Headings,topical
Nobel Prizes -- History,Library of Congress Subject Headings,topical
Methodist Church -- Clergy -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Sources. -- Peace testimony -- History,local,topical
Economic conversion -- History -- Sources,Library of Congress Subject Headings,topical
Women and peace -- Connecticut -- New Haven -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- France -- History -- Sources,Library of Congress Subject Headings,topical
Utopias -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Great Britain,lcsh,topical
Quaker conscientious objectors,Local authority: Quaker Subject Headings,topical
Lawyers -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Women pacifists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Women clergy -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Lobbyists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Draft -- Law and legislation -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Protestant churches -- Clergy -- History -- Sources,Library of Congress Subject Headings,topical
Pacifism -- Great Britain -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- New Jersey -- Camden -- History -- Sources,Library of Congress Subject Headings,topical
Jury nullification -- New Jersey -- Camden -- History -- Sources,Library of Congress Subject Headings,topical
Trials (Conspiracy) -- New Jersey -- Camden -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- New Jersey -- Camden -- History -- Sources,Library of Congress Subject Headings,topical
"Government, Resistance to -- New Jersey -- Camden -- History -- Sources",Library of Congress Subject Headings,topical
"Camden Twenty-eight Trial, Camden, N.J., 1973 -- Sources",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- New Jersey -- Camden -- Sources",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Draft resisters -- Delaware -- History -- Sources",Library of Congress Subject Headings,topical
Quakers -- Delaware -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objectors -- Delaware -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- Delaware -- History -- Sources,Library of Congress Subject Headings,topical
Demonstrations -- United States -- Photographs,Library of Congress Subject Headings,topical
Documentary photography -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Gay rights -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Lesbians -- United States -- Photographs,Library of Congress Subject Headings,topical
Pacifists -- United States -- Photographs,Library of Congress Subject Headings,topical
Feminists -- United States -- Photographs,Library of Congress Subject Headings,topical
